,title,author,label
18373,"The Most Important Primary Is ... Wait, Indiana? - The New York Times",Nate Cohn,0
18374,"‘Lula,’ Brazil’s Ex-President, Is Charged With Corruption - The New York Times",Simon Romero,0
18377,An Open Letter to the Woman Who Told My Family to Go Back to China - The New York Times,Michael Luo,0
18378,"Stepping Out on Faith, a Blind Man Counts His Blessings - The New York Times",John Otis,0
18381,When Fake News Was Funny - The New York Times,John Koblin,0
18382,College Lecturer Punched In The Face And Knocked Into Freezing Canal For ’Being White’,Jack Montgomery,0
18383,Creeping Progress in Pledge to Cut Calories in Sugary Soda - The New York Times,Stephanie Strom,0
18385,‘He Changed the World’: Artists Mourn Edward Albee - The New York Times,Eli Rosenberg,0
18386,"Donald Trump, Dilma Rousseff, Cuba: Your Wednesday Evening Briefing - The New York Times",Andrea Kannapell and Sandra Stevenson,0
18387,Flashback: Obama Stranded Legal Cuban Travelers in Airports on Last Week in Office - Breitbart,Frances Martel,0
18390,Katie Ledecky ... and Everyone Else - The New York Times,Karen Crouse,0
18391,"Alison Wright, Exiled From ‘The Americans’ (Perhaps), Hits Broadway - The New York Times",Kathryn Shattuck,0
18392,"The Baton Rouge Shooter, Gavin Long, Saw World ‘Run by Devils’ - The New York Times",The New York Times,0
18393,Mark Meadows: ’Odds Are Still Better Than 80 Percent’ on Health Care Vote This Week - Breitbart,Jeff Poor,0
18394,Hasan Minhaj to Perform at White House Correspondents’ Association Dinner - The New York Times,Michael M. Grynbaum,0
18395,Fake Hate Crime Blames Trump-Supporting ’White America’ for Arson - Breitbart,Daniel J. Flynn,0
18398,Theresa May Is Grilled Over U.K. Missile Test Failure - The New York Times,Steven Erlanger,0
18401,Donald Trump Would Have Trouble Winning a Suit Over The Times’s Tax Article - The New York Times,Adam Liptak,0
18402,Media as Referee? Not Anymore - The New York Times,Michael Barbaro,0
18404,Obama Expands War With Al Qaeda to Include Shabab in Somalia - The New York Times,"Charlie Savage, Eric Schmitt and Mark Mazzetti",0
18405,Obama May Jump Into Fray as Democrats Counter Trump - The New York Times,Michael D. Shear and Thomas Kaplan,0
18411,Watch George Michael Perform Live: 5 Memorable Videos - The New York Times,Caryn Ganz,0
18412,Muslim Women in Hijab Break Barriers: ‘Take the Good With the Bad’ - The New York Times,Katie Rogers,0
18413,How Should Hillary Clinton Choose a Running Mate? Start With Chemistry - The New York Times,Amy Chozick and Thomas Kaplan,0
18414,U.N. Human Rights Office Has ’Concern’ over Burundi Youth Militia ’Rape Song’ - Breitbart,John Hayward,0
18416,"Andrew Puzder, Trump’s Labor Pick, Admits to Hiring Undocumented Maid - The New York Times",Alan Rappeport,0
18417,Photos: The Arrivals at the 2016 Tony Awards Red Carpet - The New York Times,The New York Times,0
18421,"Obama, in Major National Security Speech, Defends Counterterrorism Legacy - The New York Times",Gardiner Harris and Charlie Savage,0
18422,Murderous Hamas Rejects Trump Classifying Them As Terrorists,Breitbart Jerusalem,0
18423,Report: George Soros Tied to More Than 50 ‘Partners’ of Anti-Trump Women’s March,Aaron Klein,0
18424,Philadelphia Transit Strike Strands Thousands - The New York Times,Heather Fletcher and Richard Pérez-Peña,0
18425,"Amid New Airstrikes in Syria, an Aid Convoy Arrives - The New York Times","Michael R. Gordon, Nick Cumming-Bruce and Somini Sengupta",0
18426,"With Senate Control at Stake, Koch Groups Start Endorsing by Name - The New York Times",Carl Hulse,0
18428,Chelsea Clinton to Release Children’s Picture Book ’She Persisted’,Daniel Nussbaum,0
18431,California Today: Cast Your Vote for Californian of the Year - The New York Times,Mike McPhate,0
18434,What Kids Wish Their Teachers Knew - The New York Times,Donna De La Cruz,0
18435,When Is It My Turn to Talk?! - The New York Times,Philip Galanes,0
18437,Letters From Jacqueline Kennedy to the Man She Didn’t Marry - The New York Times,Steven Erlanger,0
18438,Iran Races to Clinch Oil Deals Before Donald Trump Takes Office - The New York Times,Thomas Erdbrink and Clifford Krauss,0
18439,Private Equity Pursues Profits in Keeping the Elderly at Home - The New York Times,Sarah Varney,0
18444,The Big Question for the U.S. Economy: How Much Room Is There to Grow? - The New York Times,Neil Irwin,0
18445,"Police Name Third London Bridge Killer, All 12 Suspects Released Without Charge",Oliver JJ Lane,0
18446,"7 Reasons Why Obamacare 2.0 Is All But Guaranteed to Impose Crushing Costs on Voters, Hurt Trump’s Base, And Hand Power Back to the Democrats - Breitbart",Katie McHugh,0
18449,"As Democrats Nudge Bernie Sanders, G.O.P. Tries to Rein In Donald Trump - The New York Times","Alexander Burns, Michael D. Shear and Ashley Parker",0
18450,Shared Mission to Pardon U.S. Soldiers Who Killed Civilians - The New York Times,Dave Philipps,0
18454,Kelly Ripa’s Absence From ‘Live’ Points to Rancor at ABC - The New York Times,John Koblin,0
18466,Trump: Terrorism ’One of the Gravest Threats to Religious Freedom’ - Breitbart,Ian Hanchett,0
18467,Google Confirms Chrome Browser to Feature Ad-Blocker by 2018 - Breitbart,Lucas Nolan,0
18471,U.S. Envoy To UN Haley Witness To Spat Between IDF and UN Officials,Deborah Danan,0
18472,Los Angeles Police Official Resigns Over Racist Emails - The New York Times,Liam Stack,0
18476,Scarborough Loses Cool With Mika - ’You Don’t Have to Be So Snotty’ - Breitbart,Jeff Poor,0
18478,"Former Raiders QB Todd Marinovich Pleads Guilty to Drugs, Public Nudity - Breitbart",Dylan Gwinn,0
18482,Automakers Prepare for an America That’s Over the Whole Car Thing - The New York Times,Neal E. Boudette,0
18486,Yale Dean Apologizes After Calling People ’White Trash’ and ’Uneducated Morons’ in Yelp Reviews - Breitbart,Tom Ciccotta,0
18487,"Michael Phelps Powers U.S. to Victory in 4x100 Relay, Winning a 19th Gold - The New York Times","Victor Mather, Karen Crouse and Doug Mills",0
18494,Huffington Post: ’Could It Be Time to Deny White Men the Franchise?’,Oliver JJ Lane,0
18496,J Scott Armstrong: Fewer Than 1 Percent Of Papers in Scientific Journals Follow Scientific Method - Breitbart,Allum Bokhari,0
18497,Native Americans March Against Trump’s Pipeline ’Fast Tracking’,Lana Shadwick,0
18500,"10 Engaging Proposals, From the Rooftop to the Subway - The New York Times",Vincent M. Mallozzi,0
18501,Donald Trump’s Remarks Rattle NATO Allies and Stoke Debate on Cost Sharing - The New York Times,Sewell Chan,0
18502,John Podesta: Donald Trump an ‘Existential Threat to the Entire Planet’ - Breitbart,Charlie Spiering,0
18503,Audience Members Walk Out on Amy Schumer After Trump Criticisms - The New York Times,Andrew R. Chow,0
18504,"South Korea, Syria, C.I.A.: Your Morning Briefing - The New York Times",Charles McDermid,0
18505,Bountiful Afghan Opium Harvest Yields Profits for the Taliban - The New York Times,Taimoor Shah and Mujib Mashal,0
18511,Matthews: Trump Is ’Like a Monkey Banging With a Stick’ - Breitbart,Pam Key,0
18512,"Pressure From Trump May Delay a Factory’s Exit, but It Won’t Stop It - The New York Times",Justin Wolfers,0
18513,Celebs Blast Trump after Syria Airstrikes: ’F*cking Hypocrite’ for Refugee Stance,Daniel Nussbaum,0
18514,"Illegal Voting Claims, and Why They Don’t Hold Up - The New York Times",Nate Cohn,0
18515,The Electoral College Is Hated by Many. So Why Does It Endure? - The New York Times,Jonathan Mahler and Steve Eder,0
18516,North Dakota Arrests 10 as Pipeline Protest Camp Empties - The New York Times,Mitch Smith and Alan Blinder,0
18523,California Today: Fretting Over the ‘Netflix Tax’ - The New York Times,Mike McPhate,0
18524,Chase Sapphire Reserve Card’s Huge Bonus Will Be Slashed - The New York Times,Ron Lieber,0
18527,A Round with Rory McIlroy on St. Patrick’s Day Weekend - Breitbart,Daniel Redmond,0
18528,"Protesters Take Anti-Trump Message to His Doorstep, and Plan Next Steps - The New York Times","Eli Rosenberg, Jennifer Medina and John Eligon",0
18529,Kurt Andersen-Alec Baldwin Satire Is Part of a Trump Cottage Book Industry - The New York Times,John Williams,0
18531,Secret Israeli Operation Brings Tons Of Winter Supplies To Syrian Refugees,Deborah Danan,0
18532,Marco Rubio Pushes Left-Wing Conspiracy Theory About Trump Advancing Russian Interests in Ukraine,Aaron Klein,0
18533,"Hillary Clinton, Donald Trump, North Dakota: Your Tuesday Briefing - The New York Times",Sean Alfano,0
18535,"Donald Trump to London: U.S. Will Help, ‘We Are With You. God Bless’ - Breitbart",Michelle Moons,0
18536,"Trump Digs In on Wiretap, No Matter Who Says Differently - The New York Times",Peter Baker and Charlie Savage,0
18537,"Tested by Russia, NATO Struggles to Stay Credible - The New York Times",Steven Erlanger,0
18539,"Australia, Libya, North Korea: Your Morning Briefing - The New York Times",Charles McDermid,0
18541,Tensions Deepen Between Donald Trump and R.N.C. - The New York Times,Alexander Burns and Maggie Haberman,0
18542,Liberal Establishment in Meltdown Over Trump Immigration Pause,Virginia Hale,0
18547,Vorse: Memo to Congress When Replacing Obamacare – Health Insurance Is Not Health Care - Breitbart,Scot Vorse,0
18551,"Last Wish of Dying Girl, 14, to Be Frozen, Is Granted by Judge - The New York Times",Kimiko de Freytas-Tamura,0
18552,‘James Bond of Philanthropy’ Gives Away the Last of His Fortune - The New York Times,Jim Dwyer,0
18553,"Bernie Sanders, Theresa May, South China Sea: Your Tuesday Evening Briefing - The New York Times",Andrea Kannapell and Sandra Stevenson,0
18554,Elaine Chao Gets Cozy Reception at Confirmation Hearing - The New York Times,Emmarie Huetteman,0
18555,The Apps That Make Keeping Up With Soccer Easier - The New York Times,Rory Smith,0
18559,Donald Trump Faltering? Die-Hard Fans Refuse to Buy It - The New York Times,Trip Gabriel,0
18562,Full Text: Donald Trump’s Speech in Saudi Arabia - Breitbart,Breitbart News,0
18563,Exclusive - Karen Handel: ’I Intend to Have the Last Laugh When I Win’ - Breitbart,Joel B. Pollak,0
18564,Trump Delays Decision to Withdraw from Paris Climate Agreement - Breitbart,Sean Moran,0
18565,WATCH: Full-Body Tracking Puts You in the Game with Virtual Reality - Breitbart,Nate Church,0
18566,Donald Trump’s Confrontation With Muslim Soldier’s Parents Emerges as Unexpected Flash Point - The New York Times,"Alexander Burns, Maggie Haberman and Ashley Parker",0
18567,Police: Chicago Torture Victim’s Parents Received Taunting Messages - Breitbart,Breitbart News,0
18569,Vatican Invites ‘Population Bomb’ Hoaxer Paul Ehrlich to Workshop,"Thomas D. Williams, Ph.D.",0
18571,Diver Recounts His Encounter With a Cage-Breaking Great White Shark - The New York Times,Katie Rogers,0
18572,Trump Quietly Continues Obama’s ’Catch and Release’ at Border,Brandon Darby,0
18574,Franken Calls on Sessions to Come Before the Judiciary Committee for Saying Something ’That Just Wasn’t True’ - Breitbart,Pam Key,0
18576,Krauthammer: ’I’m Not an America Firster’ - ’I Welcome’ Shifts In Trump Foreign Policy Doctrine - Breitbart,Ian Hanchett,0
18577,Kanye West Calls Out Beyoncé and Praises Trump in Onstage Tirade - The New York Times,Joe Coscarelli,0
18578,California Today: Granddaughter of Cesar Chavez Comes Home - The New York Times,Mike McPhate,0
18579,"Wall Street, Populists, Fight Over Rules for Americans’ Pension Plans - Breitbart",Neil Munro,0
18581,Obama’s Solicitor General: Neil Gorsuch ’Thoughtful &amp Brilliant’,Joel B. Pollak,0
18583,The xx Lets the Sunshine In - The New York Times,Jon Pareles,0
18588,Finding a Home in the Bronx After Fleeing Anti-Gay Violence in Haiti - The New York Times,Emily Palmer,0
18592,George Orwell’s ‘1984’ Is Suddenly a Best-Seller - The New York Times,Kimiko de Freytas-Tamura,0
18593,"49 Lives Lost to Horror in Orlando: Mostly Young, Gay and Latino - The New York Times","Nick Madigan, Benjamin Mueller and Sheryl Gay Stolberg",0
18594,Nikki Haskell Learns the Social Cost of Supporting Donald Trump - The New York Times,George Gurley,0
18595,Star-Studded Guest List for Obama’s Final White House Bash,Jerome Hudson,0
18596,"Gawker, Filing for Bankruptcy After Hulk Hogan Suit, Is for Sale - The New York Times",Sydney Ember,0
18597,"Concerned About Zika, More Top Tennis Players Are Skipping Olympics - The New York Times",Ben Rothenberg,0
18598,The Advocate Calls for More Gun Control: Legal Guns No Different Than Illegal Guns,AWR Hawkins,0
18599,IRS Attorney Arrested for Dealing Meth on the Side,Katherine Rodriguez,0
18600,Donald Trump: ’I Didn’t Get Elected to Serve the Washington Media’ - Breitbart,Charlie Spiering,0
18601,"After Eight Years in Guantánamo, He Yearns to Return - The New York Times",Carlotta Gall,0
18602,"Berlin, United Nations, Trump: Your Thursday Evening Briefing - The New York Times",Karen Zraick and Sandra Stevenson,0
18603,"Richard Schickel, Movie Critic, Author and Filmmaker, Dies at 84 - The New York Times",Sam Roberts,0
18607,Sean Spicer: Trump Family Has ‘Made It Very Clear’ What They Think of Kathy Griffin,Charlie Spiering,0
18609,A Joyful Bustle to Get Ready for Guests: Syrian Refugees - The New York Times,Dan Barry,0
18610,Pentagon Expects Mosul Push to Unlock Trove of ISIS Intelligence - The New York Times,Eric Schmitt,0
18614,More Jewish Headstones Overturned Amid U.S. Anti-Semitism Rise,Breitbart Jerusalem,0
18616,Media Meltdown Over Breitbart Expansion,Breitbart News,0
18619,Review: ‘Billy Lynn’s Long Halftime Walk’: Ang Lee’s Super-High-Definition Take on the Iraq War - The New York Times,A. O. Scott,0
18626,Inside John Calipari’s Media Empire - The New York Times,Marc Tracy,0
18627,"Police Use Surveillance Tool to Scan Social Media, A.C.L.U. Says - The New York Times","Jonah Engel Bromwich, Daniel Victor and Mike Isaac",0
18629,Swedish Man Prosecuted For Assaulting Muslims with Bacon,Chris Tomlinson,0
18631,"Tillerson Signs Docs with Climate Change Statement, Insisting U.S. ’Still Reviewing’ Policy - Breitbart",Penny Starr,0
18633,Pre-Schooler Suspended for Bringing Empty .22 Shell Casing to School,AWR Hawkins,0
18634,The American Who Accidentally Became a Chinese Movie Star - The New York Times,Mitch Moxley,0
18635,"Travis Kalanick, Uber’s Chief, Wants a No. 2 Executive - The New York Times",Katie Benner,0
18636,Death of a Red Carpet Reporter - The New York Times,George Gurley,0
18637,Times Names Wall Street Journal Editor to Its Masthead - The New York Times,Sydney Ember,0
18638,Hungary’s Top Court Blocks Village Ban on Mosques and Burkas,Breitbart London,0
18639,Former Prime Minister Is Elected President of Struggling Somalia - The New York Times,Jeffrey Gettleman,0
18641,2 White House Officials Helped Give Nunes Intelligence Reports - The New York Times,"Matthew Rosenberg, Maggie Haberman and Adam Goldman",0
18644,"‘Swiss Army Man,’ the Strangest Movie Shown at Sundance? - The New York Times",Robert Ito,0
18645,EXCLUSIVE - ’Separation of Church and State!’: Leftist Activists Disrupt Michigan Town Hall,Adelle Nazarian,0
18646,"Your Photos as Princess Leia, a Rebel and Role Model - The New York Times",Amanda Hess,0
